Drug,SideEffect,OrganClass,Reported,Expected,TimesMoreThanExpected,PRR,ROR,SignalScore,Status,ReferenceSetStatus,PctSerious,PctFatal,PctRechallengePositive,PctClinicianReported,EverFlagged,FirstFlagged
ALLOPURINOL,PHOTOSENSITIVITY REACTION,Skin,338,334.9,1.01,1.01,1.01,-0.166,Ordinary,Not in reference set,84.32,16.86,6.21,71.30,No,
SITAGLIPTIN,DIABETIC KETOACIDOSIS,Metabolic,553,563.1,0.98,0.98,0.98,-0.167,Ordinary,Not in reference set,81.01,17.72,4.16,66.73,No,
APIXABAN,SEIZURE,Nervous system,577,588.8,0.98,0.98,0.98,-0.167,Ordinary,Not in reference set,82.67,14.73,4.51,66.72,No,
CLOZAPINE,DIABETIC KETOACIDOSIS,Metabolic,560,570.6,0.98,0.98,0.98,-0.167,Ordinary,Not in reference set,81.79,18.93,5.54,65.71,No,
CLOZAPINE,NIGHTMARE,Psychiatric,633,648.8,0.98,0.97,0.97,-0.167,Ordinary,Not in reference set,85.78,18.80,5.53,69.04,No,
AZITHROMYCIN,ANGIOEDEMA,Skin,672,690.7,0.97,0.97,0.97,-0.167,Ordinary,Not in reference set,84.38,18.30,5.80,64.14,No,
ESOMEPRAZOLE,THROMBOCYTOPENIA,Blood,653,670.3,0.97,0.97,0.97,-0.167,Ordinary,Not in reference set,82.08,18.99,6.13,68.91,No,
CANAGLIFLOZIN,STEVENS-JOHNSON SYNDROME,Skin,304,299.3,1.02,1.02,1.02,-0.167,Ordinary,Not in reference set,82.24,17.11,3.95,70.07,No,
ALLOPURINOL,HYPOTENSION,Vascular,816,845.7,0.96,0.96,0.96,-0.167,Ordinary,Not in reference set,82.60,16.05,4.17,67.89,No,
ISOTRETINOIN,CONFUSIONAL STATE,Psychiatric,506,513.2,0.99,0.99,0.98,-0.167,Ordinary,Not in reference set,86.56,18.77,4.55,68.77,No,
ISOTRETINOIN,HYPERKALAEMIA,Metabolic,393,393.1,1.00,1.00,1.00,-0.167,Ordinary,Not in reference set,84.73,13.99,5.34,68.70,No,
APIXABAN,VOMITING,Gastrointestinal,1454,1537.8,0.95,0.94,0.94,-0.167,Ordinary,Not in reference set,84.59,19.74,6.19,67.68,No,
SERTRALINE,DEHYDRATION,Metabolic,972,1014.3,0.96,0.95,0.95,-0.167,Ordinary,Not in reference set,82.30,17.28,5.25,67.80,No,
ESOMEPRAZOLE,BRADYCARDIA,Cardiac,454,457.9,0.99,0.99,0.99,-0.167,Ordinary,Not in reference set,85.90,15.42,5.95,65.20,No,
ESOMEPRAZOLE,PANCYTOPENIA,Blood,775,801.7,0.97,0.96,0.96,-0.168,Ordinary,Not in reference set,81.16,14.97,6.19,67.23,No,
CELECOXIB,SOMNOLENCE,Nervous system,806,835.3,0.96,0.96,0.96,-0.168,Ordinary,Not in reference set,84.62,18.24,6.70,65.51,No,
WARFARIN,HAEMORRHAGE,Vascular,1019,1065.6,0.96,0.95,0.95,-0.168,Ordinary,Not in reference set,81.94,15.70,5.40,67.52,No,
TAMSULOSIN,MYOCARDITIS,Cardiac,293,288.0,1.02,1.02,1.02,-0.168,Ordinary,Not in reference set,84.30,17.75,5.46,64.51,No,
METFORMIN,SEIZURE,Nervous system,926,965.1,0.96,0.96,0.95,-0.168,Ordinary,Not in reference set,81.43,17.39,5.18,67.60,No,
ESOMEPRAZOLE,MYOCARDIAL INFARCTION,Cardiac,1119,1174.4,0.95,0.95,0.95,-0.168,Ordinary,Not in reference set,82.22,18.77,7.15,65.50,No,
SITAGLIPTIN,BACK PAIN,Musculoskeletal,782,809.8,0.97,0.96,0.96,-0.168,Ordinary,Not in reference set,81.97,17.77,4.99,67.14,No,
WARFARIN,HYPERKALAEMIA,Metabolic,755,780.7,0.97,0.96,0.96,-0.168,Ordinary,Not in reference set,83.44,15.76,6.09,70.73,No,
ISOTRETINOIN,MYALGIA,Musculoskeletal,755,780.7,0.97,0.97,0.96,-0.168,Ordinary,Not in reference set,83.97,16.95,4.24,66.23,No,
CLOZAPINE,RESPIRATORY DEPRESSION,Respiratory,480,485.9,0.99,0.99,0.99,-0.168,Ordinary,Not in reference set,78.75,18.96,4.38,68.54,No,
ALBUTEROL,ALOPECIA,Skin,977,1020.6,0.96,0.95,0.95,-0.169,Ordinary,Not in reference set,81.78,17.91,6.76,70.32,No,
ROSUVASTATIN,AGRANULOCYTOSIS,Blood,653,671.2,0.97,0.97,0.97,-0.169,Ordinary,Not in reference set,81.47,18.53,5.36,68.30,No,
WARFARIN,ACUTE KIDNEY INJURY,Renal,1063,1114.2,0.95,0.95,0.95,-0.169,Ordinary,Not in reference set,83.82,17.69,5.46,66.70,No,
ATORVASTATIN,AORTIC ANEURYSM,Vascular,623,639.2,0.97,0.97,0.97,-0.169,Ordinary,Not in reference set,83.63,17.01,5.78,65.97,No,
INSULIN GLARGINE,STEVENS-JOHNSON SYNDROME,Skin,363,362.0,1.00,1.00,1.00,-0.169,Ordinary,Not in reference set,82.37,16.53,5.79,69.42,No,
VARENICLINE,PULMONARY FIBROSIS,Respiratory,312,308.2,1.01,1.01,1.01,-0.169,Ordinary,Not in reference set,82.37,15.06,4.49,68.59,No,
CANAGLIFLOZIN,RHABDOMYOLYSIS,Musculoskeletal,580,593.2,0.98,0.98,0.98,-0.170,Ordinary,Not in reference set,83.28,17.41,5.34,67.24,No,
TRAMADOL,TORSADE DE POINTES,Cardiac,429,432.1,0.99,0.99,0.99,-0.170,Ordinary,Not in reference set,84.15,15.15,6.99,66.43,No,
ESOMEPRAZOLE,RHABDOMYOLYSIS,Musculoskeletal,804,834.4,0.96,0.96,0.96,-0.170,Ordinary,Not in reference set,83.96,17.66,5.85,67.91,No,
AMLODIPINE,SEROTONIN SYNDROME,Nervous system,688,709.4,0.97,0.97,0.97,-0.170,Ordinary,Not in reference set,82.56,17.73,4.94,69.04,No,
SITAGLIPTIN,NEUTROPENIA,Blood,476,482.2,0.99,0.99,0.99,-0.170,Ordinary,Not in reference set,84.66,18.07,5.04,63.45,No,
PREDNISONE,PHOTOSENSITIVITY REACTION,Skin,512,520.6,0.98,0.98,0.98,-0.170,Ordinary,Not in reference set,83.40,19.92,5.27,69.14,No,
INSULIN GLARGINE,HYPOTENSION,Vascular,954,996.8,0.96,0.95,0.95,-0.170,Ordinary,Not in reference set,81.87,16.46,5.03,68.76,No,
WARFARIN,SEIZURE,Nervous system,750,776.3,0.97,0.96,0.96,-0.170,Ordinary,Not in reference set,83.33,18.40,5.60,68.27,No,
ESOMEPRAZOLE,SEROTONIN SYNDROME,Nervous system,501,508.9,0.98,0.98,0.98,-0.170,Ordinary,Not in reference set,84.03,19.56,4.79,68.46,No,
APIXABAN,FATIGUE,General,1616,1718.1,0.94,0.94,0.93,-0.171,Ordinary,Not in reference set,83.42,18.07,6.37,66.58,No,
ATORVASTATIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,701,723.7,0.97,0.97,0.96,-0.171,Ordinary,Not in reference set,81.88,16.55,4.42,69.33,No,
IBUPROFEN,STEVENS-JOHNSON SYNDROME,Skin,525,534.7,0.98,0.98,0.98,-0.171,Ordinary,Not in reference set,80.95,18.86,4.38,64.38,No,
VARENICLINE,VOMITING,Gastrointestinal,986,1031.9,0.96,0.95,0.95,-0.171,Ordinary,Not in reference set,83.37,18.15,4.97,67.44,No,
SERTRALINE,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,569,581.9,0.98,0.98,0.98,-0.171,Ordinary,Not in reference set,83.13,14.76,5.62,66.43,No,
HYDROXYCHLOROQUINE,DEPRESSION,Psychiatric,1305,1379.0,0.95,0.94,0.94,-0.171,Ordinary,Not in reference set,82.22,16.25,5.06,67.97,No,
CELECOXIB,HYPONATRAEMIA,Metabolic,610,625.9,0.97,0.97,0.97,-0.171,Ordinary,Not in reference set,83.44,16.23,5.74,67.05,No,
CLOZAPINE,ANXIETY,Psychiatric,935,976.8,0.96,0.95,0.95,-0.171,Ordinary,Not in reference set,84.60,18.93,5.13,65.99,No,
LEVOTHYROXINE,HEPATIC FAILURE,Hepatobiliary,681,702.3,0.97,0.97,0.97,-0.171,Ordinary,Not in reference set,81.94,15.57,6.02,65.93,No,
METFORMIN,ATRIAL FIBRILLATION,Cardiac,1177,1239.7,0.95,0.94,0.94,-0.171,Ordinary,Not in reference set,82.75,15.89,5.35,67.03,No,
VARENICLINE,CONSTIPATION,Gastrointestinal,746,772.4,0.97,0.96,0.96,-0.171,Ordinary,Not in reference set,84.58,16.49,3.62,69.17,No,
OMEPRAZOLE,ALOPECIA,Skin,1079,1133.3,0.95,0.95,0.95,-0.171,Ordinary,Not in reference set,81.65,16.50,4.54,65.25,No,
IBUPROFEN,SEIZURE,Nervous system,837,870.8,0.96,0.96,0.96,-0.171,Ordinary,Not in reference set,82.92,17.08,5.02,67.98,No,
ONDANSETRON,SEIZURE,Nervous system,751,778.1,0.97,0.96,0.96,-0.172,Ordinary,Not in reference set,82.69,16.91,6.39,67.51,No,
CLOZAPINE,HEPATIC FAILURE,Hepatobiliary,334,331.9,1.01,1.01,1.01,-0.172,Ordinary,Not in reference set,87.43,15.57,5.99,70.66,No,
TRAMADOL,HYPOTENSION,Vascular,1103,1159.8,0.95,0.95,0.95,-0.172,Ordinary,Not in reference set,82.68,16.59,6.35,64.91,No,
HYDROXYCHLOROQUINE,NIGHTMARE,Psychiatric,627,644.6,0.97,0.97,0.97,-0.172,Ordinary,Not in reference set,84.21,17.38,5.74,66.35,No,
AMIODARONE,BACK PAIN,Musculoskeletal,783,812.8,0.96,0.96,0.96,-0.172,Ordinary,Not in reference set,83.65,16.86,5.24,66.92,No,
APIXABAN,PANCREATITIS,Gastrointestinal,562,574.9,0.98,0.98,0.98,-0.172,Ordinary,Not in reference set,81.32,16.55,5.69,67.97,No,
APIXABAN,CONFUSIONAL STATE,Psychiatric,746,773.0,0.97,0.96,0.96,-0.172,Ordinary,Not in reference set,82.84,16.35,7.37,67.56,No,
LEVOTHYROXINE,STEVENS-JOHNSON SYNDROME,Skin,630,648.0,0.97,0.97,0.97,-0.172,Ordinary,Not in reference set,82.06,18.10,6.19,65.24,No,
WARFARIN,SOMNOLENCE,Nervous system,1240,1309.3,0.95,0.94,0.94,-0.172,Ordinary,Not in reference set,84.52,17.66,6.29,65.32,No,
VARENICLINE,NEUTROPENIA,Blood,386,387.1,1.00,1.00,1.00,-0.172,Ordinary,Not in reference set,85.23,17.88,7.77,69.69,No,
PREDNISONE,ANAEMIA,Blood,1214,1281.2,0.95,0.94,0.94,-0.173,Ordinary,Not in reference set,84.10,17.05,4.70,66.14,No,
GABAPENTIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,568,581.6,0.98,0.97,0.97,-0.173,Ordinary,Not in reference set,84.15,16.20,5.46,67.08,No,
LISINOPRIL,TENDON RUPTURE,Musculoskeletal,1336,1414.6,0.94,0.94,0.94,-0.173,Ordinary,Not in reference set,83.68,17.29,4.34,66.24,No,
FEBUXOSTAT,STEVENS-JOHNSON SYNDROME,Skin,253,246.9,1.02,1.03,1.03,-0.173,Ordinary,Not in reference set,82.21,19.76,8.30,68.77,No,
ATORVASTATIN,SEROTONIN SYNDROME,Nervous system,692,715.1,0.97,0.96,0.96,-0.173,Ordinary,Not in reference set,84.39,17.92,6.65,67.63,No,
METHOTREXATE,CONGENITAL ANOMALY,Congenital,199,190.7,1.04,1.05,1.05,-0.173,Ordinary,Not in reference set,86.93,19.10,4.52,62.31,No,
FEBUXOSTAT,DIZZINESS,Nervous system,997,1045.6,0.95,0.95,0.95,-0.173,Ordinary,Not in reference set,83.15,17.25,4.91,65.90,No,
VARENICLINE,AGGRESSION,Psychiatric,270,264.8,1.02,1.02,1.02,-0.173,Ordinary,Not in reference set,84.44,19.26,2.96,63.70,No,
LISINOPRIL,HEPATITIS,Hepatobiliary,690,713.2,0.97,0.96,0.96,-0.173,Ordinary,Not in reference set,82.75,17.68,6.09,68.41,No,
HYDROXYCHLOROQUINE,HYPERKALAEMIA,Metabolic,490,498.3,0.98,0.98,0.98,-0.173,Ordinary,Not in reference set,82.65,19.80,8.16,65.92,No,
LISINOPRIL,TOXIC EPIDERMAL NECROLYSIS,Skin,326,323.9,1.01,1.01,1.01,-0.174,Ordinary,Not in reference set,85.58,16.87,3.68,68.71,No,
ESOMEPRAZOLE,WEIGHT DECREASED,Investigations,871,909.2,0.96,0.95,0.95,-0.174,Ordinary,Not in reference set,84.16,18.48,4.48,67.05,No,
ALBUTEROL,FOETAL MALFORMATION,Congenital,615,632.6,0.97,0.97,0.97,-0.174,Ordinary,Not in reference set,82.60,18.86,6.50,65.37,No,
CELECOXIB,ANAEMIA,Blood,785,816.1,0.96,0.96,0.96,-0.174,Ordinary,Not in reference set,81.27,18.60,3.95,65.73,No,
MONTELUKAST,AMPUTATION,Procedural,533,544.5,0.98,0.98,0.98,-0.174,Ordinary,Not in reference set,82.93,17.26,5.25,66.98,No,
PREDNISONE,CARDIAC ARREST,Cardiac,516,526.3,0.98,0.98,0.98,-0.174,Ordinary,Not in reference set,83.53,16.86,4.46,64.92,No,
INSULIN GLARGINE,BACK PAIN,Musculoskeletal,927,970.1,0.96,0.95,0.95,-0.174,Ordinary,Not in reference set,83.39,16.50,4.85,67.53,No,
GABAPENTIN,AGGRESSION,Psychiatric,509,518.9,0.98,0.98,0.98,-0.174,Ordinary,Not in reference set,84.28,14.73,6.88,65.82,No,
DULOXETINE,HEPATIC FAILURE,Hepatobiliary,394,396.2,0.99,0.99,0.99,-0.174,Ordinary,Not in reference set,82.99,16.75,7.11,72.59,No,
AMIODARONE,HYPONATRAEMIA,Metabolic,607,624.3,0.97,0.97,0.97,-0.174,Ordinary,Not in reference set,81.22,17.63,4.94,63.43,No,
SITAGLIPTIN,CLOSTRIDIUM DIFFICILE COLITIS,Gastrointestinal,369,369.7,1.00,1.00,1.00,-0.175,Ordinary,Not in reference set,81.30,16.26,6.78,71.54,No,
GABAPENTIN,TOXIC EPIDERMAL NECROLYSIS,Skin,265,259.8,1.02,1.02,1.02,-0.175,Ordinary,Not in reference set,79.25,16.23,5.66,65.66,No,
LISINOPRIL,ATRIAL FIBRILLATION,Cardiac,1174,1239.6,0.95,0.94,0.94,-0.175,Ordinary,Not in reference set,82.88,15.93,6.81,68.74,No,
GABAPENTIN,TENDONITIS,Musculoskeletal,260,254.6,1.02,1.02,1.02,-0.175,Ordinary,Not in reference set,83.85,14.23,7.31,64.23,No,
ALLOPURINOL,ALOPECIA,Skin,632,651.4,0.97,0.97,0.97,-0.175,Ordinary,Not in reference set,83.54,17.88,5.85,66.46,No,
CELECOXIB,STEVENS-JOHNSON SYNDROME,Skin,307,304.1,1.01,1.01,1.01,-0.175,Ordinary,Not in reference set,82.74,14.01,8.14,67.75,No,
PANTOPRAZOLE,HYPERKALAEMIA,Metabolic,670,692.4,0.97,0.97,0.96,-0.175,Ordinary,Not in reference set,82.54,14.63,5.67,67.91,No,
HYDROXYCHLOROQUINE,ATRIAL FIBRILLATION,Cardiac,618,636.4,0.97,0.97,0.97,-0.175,Ordinary,Not in reference set,82.04,16.50,6.15,67.48,No,
CANAGLIFLOZIN,VOMITING,Gastrointestinal,1204,1272.9,0.95,0.94,0.94,-0.175,Ordinary,Not in reference set,82.31,19.68,4.65,68.69,No,
WARFARIN,SEROTONIN SYNDROME,Nervous system,562,576.3,0.98,0.97,0.97,-0.176,Ordinary,Not in reference set,82.56,19.93,5.52,67.79,No,
CANAGLIFLOZIN,THROMBOCYTOPENIA,Blood,469,476.5,0.98,0.98,0.98,-0.176,Ordinary,Not in reference set,82.94,14.93,5.54,65.88,No,
SERTRALINE,BRADYCARDIA,Cardiac,507,517.3,0.98,0.98,0.98,-0.176,Ordinary,Not in reference set,84.02,18.34,4.73,67.65,No,
ISOTRETINOIN,BACK PAIN,Musculoskeletal,624,643.3,0.97,0.97,0.97,-0.176,Ordinary,Not in reference set,82.37,18.11,7.05,64.10,No,
CANAGLIFLOZIN,AORTIC ANEURYSM,Vascular,325,323.4,1.00,1.01,1.01,-0.176,Ordinary,Not in reference set,81.85,18.46,3.38,69.54,No,
OMEPRAZOLE,ANGIOEDEMA,Skin,839,876.0,0.96,0.95,0.95,-0.176,Ordinary,Not in reference set,81.88,17.52,6.44,65.79,No,
SERTRALINE,WEIGHT DECREASED,Investigations,978,1027.2,0.95,0.95,0.95,-0.176,Ordinary,Not in reference set,84.05,16.97,5.42,67.08,No,
VARENICLINE,WEIGHT DECREASED,Investigations,513,524.0,0.98,0.98,0.98,-0.176,Ordinary,Not in reference set,79.34,16.96,5.07,66.67,No,
METFORMIN,HEPATIC FAILURE,Hepatobiliary,623,642.4,0.97,0.97,0.97,-0.176,Ordinary,Not in reference set,84.75,16.21,5.46,66.61,No,
ONDANSETRON,BRADYCARDIA,Cardiac,509,519.7,0.98,0.98,0.98,-0.176,Ordinary,Not in reference set,81.93,18.07,5.30,66.60,No,
ALLOPURINOL,ATRIAL FIBRILLATION,Cardiac,623,642.4,0.97,0.97,0.97,-0.177,Ordinary,Not in reference set,83.63,18.30,5.30,66.29,No,
SERTRALINE,PHOTOSENSITIVITY REACTION,Skin,508,518.7,0.98,0.98,0.98,-0.177,Ordinary,Not in reference set,80.51,14.76,7.09,70.47,No,
METHOTREXATE,THROMBOCYTOPENIA,Blood,563,577.8,0.97,0.97,0.97,-0.177,Ordinary,Not in reference set,84.37,19.54,4.62,66.79,No,
SERTRALINE,HEPATIC FAILURE,Hepatobiliary,505,515.5,0.98,0.98,0.98,-0.177,Ordinary,Not in reference set,82.18,18.22,4.75,64.95,No,
CIPROFLOXACIN,CONSTIPATION,Gastrointestinal,1266,1342.2,0.94,0.94,0.94,-0.177,Ordinary,Not in reference set,83.25,18.01,5.77,69.19,No,
LEVOFLOXACIN,PANCREATITIS,Gastrointestinal,647,668.7,0.97,0.97,0.96,-0.177,Ordinary,Not in reference set,81.76,16.69,5.56,65.84,No,
CELECOXIB,ANGIOEDEMA,Skin,489,498.6,0.98,0.98,0.98,-0.177,Ordinary,Not in reference set,81.39,15.95,6.75,70.55,No,
TAMSULOSIN,MUSCULAR WEAKNESS,Musculoskeletal,626,646.1,0.97,0.97,0.97,-0.178,Ordinary,Not in reference set,85.14,18.37,4.47,64.54,No,
GABAPENTIN,AORTIC ANEURYSM,Vascular,503,513.7,0.98,0.98,0.98,-0.178,Ordinary,Not in reference set,83.10,18.89,5.77,67.59,No,
ALLOPURINOL,HYPERKALAEMIA,Metabolic,493,503.0,0.98,0.98,0.98,-0.178,Ordinary,Not in reference set,84.99,16.02,6.69,64.71,No,
CELECOXIB,CONSTIPATION,Gastrointestinal,923,968.2,0.95,0.95,0.95,-0.178,Ordinary,Not in reference set,84.94,16.25,6.28,70.42,No,
CLOPIDOGREL,HYPONATRAEMIA,Metabolic,826,862.8,0.96,0.95,0.95,-0.178,Ordinary,Not in reference set,82.20,17.92,5.81,66.34,No,
PREDNISONE,AORTIC ANEURYSM,Vascular,505,515.9,0.98,0.98,0.98,-0.178,Ordinary,Not in reference set,82.57,17.03,5.54,67.33,No,
LEVOFLOXACIN,NIGHTMARE,Psychiatric,852,891.1,0.96,0.95,0.95,-0.178,Ordinary,Not in reference set,80.28,13.26,5.87,67.25,No,
VALPROATE,NIGHTMARE,Psychiatric,631,651.6,0.97,0.97,0.97,-0.178,Ordinary,Not in reference set,85.90,16.48,5.07,65.45,No,
WARFARIN,ANGIOEDEMA,Skin,751,781.5,0.96,0.96,0.96,-0.178,Ordinary,Not in reference set,82.82,18.51,4.93,70.04,No,
DULOXETINE,CONSTIPATION,Gastrointestinal,1102,1163.7,0.95,0.94,0.94,-0.178,Ordinary,Not in reference set,83.76,18.78,4.81,66.24,No,
ADALIMUMAB,SEIZURE,Nervous system,485,494.5,0.98,0.98,0.98,-0.178,Ordinary,Not in reference set,82.06,15.88,3.09,64.95,No,
SITAGLIPTIN,HALLUCINATION,Psychiatric,333,332.3,1.00,1.00,1.00,-0.178,Ordinary,Not in reference set,79.88,15.92,5.11,67.27,No,
FEBUXOSTAT,PYREXIA,General,765,797.0,0.96,0.96,0.96,-0.178,Ordinary,Not in reference set,83.92,17.25,6.54,62.61,No,
PREDNISONE,SEIZURE,Nervous system,747,777.5,0.96,0.96,0.96,-0.179,Ordinary,Not in reference set,80.59,15.80,6.56,68.27,No,
ADALIMUMAB,CONSTIPATION,Gastrointestinal,921,966.8,0.95,0.95,0.95,-0.179,Ordinary,Not in reference set,84.80,17.48,5.43,71.12,No,
AZITHROMYCIN,HAEMORRHAGE,Vascular,898,941.8,0.95,0.95,0.95,-0.179,Ordinary,Not in reference set,82.85,16.04,5.46,66.15,No,
ISOTRETINOIN,PULMONARY FIBROSIS,Respiratory,307,304.9,1.01,1.01,1.01,-0.179,Ordinary,Not in reference set,88.60,17.92,7.17,67.43,No,
FEBUXOSTAT,THROMBOCYTOPENIA,Blood,390,393.2,0.99,0.99,0.99,-0.179,Ordinary,Not in reference set,83.08,20.00,6.92,65.90,No,
ADALIMUMAB,AGGRESSION,Psychiatric,332,331.5,1.00,1.00,1.00,-0.179,Ordinary,Not in reference set,83.13,15.66,7.23,66.27,No,
CANAGLIFLOZIN,SEIZURE,Nervous system,478,487.4,0.98,0.98,0.98,-0.179,Ordinary,Not in reference set,79.71,16.32,6.28,62.34,No,
CELECOXIB,THROMBOCYTOPENIA,Blood,475,484.2,0.98,0.98,0.98,-0.179,Ordinary,Not in reference set,82.53,19.37,5.47,70.53,No,
ESOMEPRAZOLE,ANGIOEDEMA,Skin,666,690.2,0.96,0.96,0.96,-0.179,Ordinary,Not in reference set,85.89,19.82,5.26,66.82,No,
LEVOTHYROXINE,PHOTOSENSITIVITY REACTION,Skin,681,706.6,0.96,0.96,0.96,-0.180,Ordinary,Not in reference set,83.70,15.57,5.58,68.72,No,
ADALIMUMAB,ELECTROCARDIOGRAM QT PROLONGED,Cardiac,730,759.8,0.96,0.96,0.96,-0.180,Ordinary,Not in reference set,82.33,16.44,5.07,64.38,No,
CLOPIDOGREL,MYOCARDITIS,Cardiac,396,399.9,0.99,0.99,0.99,-0.180,Ordinary,Not in reference set,83.08,19.19,5.30,63.64,No,
SITAGLIPTIN,DIZZINESS,Nervous system,1206,1279.5,0.94,0.94,0.94,-0.180,Ordinary,Not in reference set,84.00,16.17,5.89,66.75,No,
PANTOPRAZOLE,SOMNOLENCE,Nervous system,1098,1161.3,0.95,0.94,0.94,-0.180,Ordinary,Not in reference set,82.51,17.76,5.28,65.94,No,
AMLODIPINE,NEUTROPENIA,Blood,892,936.3,0.95,0.95,0.95,-0.180,Ordinary,Not in reference set,81.61,17.94,6.61,69.28,No,
SITAGLIPTIN,PARAESTHESIA,Nervous system,637,659.4,0.97,0.96,0.96,-0.181,Ordinary,Not in reference set,81.48,15.38,4.71,64.21,No,
HYDROXYCHLOROQUINE,HEPATIC FAILURE,Hepatobiliary,330,329.7,1.00,1.00,1.00,-0.181,Ordinary,Not in reference set,85.76,14.85,5.76,65.76,No,
SERTRALINE,TORSADE DE POINTES,Cardiac,478,488.0,0.98,0.98,0.98,-0.181,Ordinary,Not in reference set,83.68,14.85,4.60,68.20,No,
CLOZAPINE,ANGIOEDEMA,Skin,491,502.0,0.98,0.98,0.98,-0.181,Ordinary,Not in reference set,84.93,20.16,6.31,65.58,No,
SERTRALINE,SEIZURE,Nervous system,743,774.6,0.96,0.96,0.95,-0.181,Ordinary,Not in reference set,84.66,17.90,6.19,68.78,No,
AMLODIPINE,ACUTE KIDNEY INJURY,Renal,1289,1371.5,0.94,0.93,0.93,-0.181,Ordinary,Not in reference set,81.61,17.92,4.42,67.03,No,
ISOTRETINOIN,NIGHTMARE,Psychiatric,497,508.6,0.98,0.98,0.98,-0.181,Ordinary,Not in reference set,83.70,18.71,6.44,65.19,No,
CIPROFLOXACIN,PULMONARY FIBROSIS,Respiratory,522,535.6,0.97,0.97,0.97,-0.182,Ordinary,Not in reference set,83.52,18.58,7.09,68.39,No,
ALLOPURINOL,ELECTROCARDIOGRAM QT PROLONGED,Cardiac,737,768.4,0.96,0.96,0.96,-0.182,Ordinary,Not in reference set,82.90,17.77,4.88,67.03,No,
FEBUXOSTAT,AGGRESSION,Psychiatric,273,269.6,1.01,1.01,1.01,-0.182,Ordinary,Not in reference set,85.71,16.12,5.86,69.96,No,
LEVOFLOXACIN,HALLUCINATION,Psychiatric,454,462.5,0.98,0.98,0.98,-0.182,Ordinary,Not in reference set,80.18,19.60,6.83,66.08,No,
CELECOXIB,INSOMNIA,Psychiatric,1083,1146.2,0.94,0.94,0.94,-0.182,Ordinary,Not in reference set,83.47,16.16,6.00,64.91,No,
ROSUVASTATIN,TORSADE DE POINTES,Cardiac,478,488.4,0.98,0.98,0.98,-0.182,Ordinary,Not in reference set,83.89,18.62,5.23,65.90,No,
ROSUVASTATIN,MYOCARDITIS,Cardiac,446,454.1,0.98,0.98,0.98,-0.182,Ordinary,Not in reference set,83.18,19.28,7.85,64.80,No,
ONDANSETRON,STEVENS-JOHNSON SYNDROME,Skin,468,477.8,0.98,0.98,0.98,-0.183,Ordinary,Not in reference set,83.76,15.60,6.20,66.67,No,
METFORMIN,ANGIOEDEMA,Skin,923,971.6,0.95,0.94,0.94,-0.183,Ordinary,Not in reference set,81.04,18.09,4.98,67.28,No,
AMIODARONE,AMPUTATION,Procedural,306,304.7,1.00,1.00,1.00,-0.183,Ordinary,Not in reference set,85.29,17.32,5.88,66.01,No,
VALPROATE,TOXIC EPIDERMAL NECROLYSIS,Skin,176,168.1,1.05,1.05,1.05,-0.183,Ordinary,Not in reference set,82.95,18.18,6.82,71.59,No,
VARENICLINE,AGRANULOCYTOSIS,Blood,341,342.1,1.00,1.00,1.00,-0.183,Ordinary,Not in reference set,84.75,14.96,4.69,66.57,No,
ESOMEPRAZOLE,NEUTROPENIA,Blood,647,671.8,0.96,0.96,0.96,-0.184,Ordinary,Not in reference set,82.84,16.38,4.64,65.22,No,
ISOTRETINOIN,LACTIC ACIDOSIS,Metabolic,369,372.1,0.99,0.99,0.99,-0.184,Ordinary,Not in reference set,85.91,19.78,6.23,63.41,No,
AZITHROMYCIN,CARDIAC ARREST,Cardiac,455,464.4,0.98,0.98,0.98,-0.184,Ordinary,Not in reference set,84.40,15.60,4.62,62.42,No,
ISOTRETINOIN,ATRIAL FIBRILLATION,Cardiac,490,502.1,0.98,0.97,0.97,-0.184,Ordinary,Not in reference set,82.86,15.92,6.73,65.92,No,
CLOPIDOGREL,ANGIOEDEMA,Skin,661,687.3,0.96,0.96,0.96,-0.185,Ordinary,Not in reference set,82.15,18.31,4.69,67.32,No,
LEVOFLOXACIN,AGRANULOCYTOSIS,Blood,574,593.0,0.97,0.97,0.96,-0.185,Ordinary,Not in reference set,81.53,18.12,4.88,65.68,No,
FEBUXOSTAT,HYPERKALAEMIA,Metabolic,399,404.4,0.99,0.99,0.99,-0.185,Ordinary,Not in reference set,83.21,17.54,7.02,66.67,No,
CLOZAPINE,SEROTONIN SYNDROME,Nervous system,367,370.2,0.99,0.99,0.99,-0.185,Ordinary,Not in reference set,80.11,16.62,7.08,67.85,No,
LEVOFLOXACIN,STEVENS-JOHNSON SYNDROME,Skin,414,420.5,0.98,0.98,0.98,-0.185,Ordinary,Not in reference set,84.30,17.63,7.00,65.70,No,
DULOXETINE,MEMORY IMPAIRMENT,Nervous system,578,597.5,0.97,0.97,0.96,-0.185,Ordinary,Not in reference set,84.26,16.78,5.36,66.96,No,
PANTOPRAZOLE,HEPATITIS,Hepatobiliary,496,508.8,0.97,0.97,0.97,-0.185,Ordinary,Not in reference set,83.47,17.34,4.84,63.51,No,
