Drug,SideEffect,Pair,Quarter,QuarterOrder,SignalScore,Reported,PairOutcome
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2019Q4,8080,-0.220,91,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2020Q1,8081,-0.131,119,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2020Q2,8082,0.066,166,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2020Q3,8083,0.406,247,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2020Q4,8084,0.662,351,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2021Q1,8085,0.938,499,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2021Q2,8086,1.141,673,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2021Q3,8087,1.370,920,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2021Q4,8088,1.501,1140,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2022Q1,8089,1.611,1399,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2022Q2,8090,1.718,1699,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2022Q3,8091,1.793,2011,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2022Q4,8092,1.860,2344,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2023Q1,8093,1.908,2674,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2023Q2,8094,1.947,3001,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2023Q3,8095,1.969,3306,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2023Q4,8096,1.998,3635,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2024Q1,8097,2.029,3968,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2024Q2,8098,2.048,4288,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2024Q3,8099,2.070,4621,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2024Q4,8100,2.092,4968,Sustained
ONDANSETRON,ELECTROCARDIOGRAM QT PROLONGED,ONDANSETRON - ELECTROCARDIOGRAM QT PROLONGED,2025Q1,8101,2.102,5297,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2019Q1,8077,-0.988,10,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2019Q2,8078,-1.089,17,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2019Q3,8079,-0.813,27,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2019Q4,8080,-0.551,39,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2020Q1,8081,-0.543,48,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2020Q2,8082,-0.704,51,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2020Q3,8083,-0.187,83,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2020Q4,8084,0.370,136,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2021Q1,8085,0.842,214,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2021Q2,8086,1.142,297,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2021Q3,8087,1.433,413,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2021Q4,8088,1.681,557,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2022Q1,8089,1.828,692,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2022Q2,8090,1.957,846,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2022Q3,8091,2.070,1023,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2022Q4,8092,2.185,1224,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2023Q1,8093,2.281,1434,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2023Q2,8094,2.342,1629,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2023Q3,8095,2.403,1852,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2023Q4,8096,2.441,2053,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2024Q1,8097,2.484,2263,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2024Q2,8098,2.520,2472,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2024Q3,8099,2.556,2680,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2024Q4,8100,2.576,2872,Sustained
ONDANSETRON,TORSADE DE POINTES,ONDANSETRON - TORSADE DE POINTES,2025Q1,8101,2.597,3093,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2019Q1,8077,-0.517,41,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2019Q2,8078,-0.316,80,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2019Q3,8079,-0.092,137,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2019Q4,8080,-0.100,180,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2020Q1,8081,-0.035,232,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2020Q2,8082,0.073,300,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2020Q3,8083,0.184,376,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2020Q4,8084,0.261,451,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2021Q1,8085,0.363,552,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2021Q2,8086,0.393,629,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2021Q3,8087,0.480,737,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2021Q4,8088,0.547,846,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2022Q1,8089,0.638,984,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2022Q2,8090,0.723,1134,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2022Q3,8091,0.771,1262,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2022Q4,8092,0.812,1399,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2023Q1,8093,0.867,1559,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2023Q2,8094,0.892,1697,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2023Q3,8095,0.923,1842,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2023Q4,8096,0.962,1993,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2024Q1,8097,0.975,2114,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2024Q2,8098,1.003,2268,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2024Q3,8099,1.014,2399,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2024Q4,8100,1.029,2535,Sustained
PREDNISONE,PNEUMONIA,PREDNISONE - PNEUMONIA,2025Q1,8101,1.044,2672,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2019Q1,8077,-0.936,26,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2019Q2,8078,-0.650,55,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2019Q3,8079,-0.313,98,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2019Q4,8080,-0.101,145,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2020Q1,8081,0.194,219,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2020Q2,8082,0.331,284,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2020Q3,8083,0.536,377,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2020Q4,8084,0.657,473,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2021Q1,8085,0.757,571,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2021Q2,8086,0.880,694,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2021Q3,8087,0.991,828,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2021Q4,8088,1.061,949,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2022Q1,8089,1.127,1088,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2022Q2,8090,1.198,1247,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2022Q3,8091,1.260,1411,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2022Q4,8092,1.288,1545,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2023Q1,8093,1.326,1698,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2023Q2,8094,1.360,1848,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2023Q3,8095,1.393,2008,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2023Q4,8096,1.410,2154,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2024Q1,8097,1.436,2309,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2024Q2,8098,1.461,2458,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2024Q3,8099,1.477,2596,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2024Q4,8100,1.495,2752,Sustained
SERTRALINE,HYPONATRAEMIA,SERTRALINE - HYPONATRAEMIA,2025Q1,8101,1.506,2901,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2019Q1,8077,-1.010,13,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2019Q2,8078,-0.157,37,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2019Q3,8079,0.333,71,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2019Q4,8080,0.698,117,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2020Q1,8081,1.021,179,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2020Q2,8082,1.241,249,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2020Q3,8083,1.440,335,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2020Q4,8084,1.610,434,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2021Q1,8085,1.779,555,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2021Q2,8086,1.915,688,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2021Q3,8087,2.024,819,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2021Q4,8088,2.134,978,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2022Q1,8089,2.231,1158,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2022Q2,8090,2.319,1333,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2022Q3,8091,2.386,1497,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2022Q4,8092,2.445,1689,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2023Q1,8093,2.476,1842,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2023Q2,8094,2.498,1986,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2023Q3,8095,2.546,2182,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2023Q4,8096,2.581,2365,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2024Q1,8097,2.607,2540,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2024Q2,8098,2.632,2718,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2024Q3,8099,2.647,2880,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2024Q4,8100,2.659,3025,Sustained
SITAGLIPTIN,PANCREATITIS,SITAGLIPTIN - PANCREATITIS,2025Q1,8101,2.676,3200,Sustained
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2019Q1,8077,0.179,15,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2019Q2,8078,-0.122,22,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2019Q3,8079,-0.059,30,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2019Q4,8080,-0.173,35,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2020Q1,8081,-0.251,40,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2020Q2,8082,-0.322,45,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2020Q3,8083,-0.325,51,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2020Q4,8084,-0.223,61,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2021Q1,8085,-0.235,67,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2021Q2,8086,-0.281,72,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2021Q3,8087,-0.328,76,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2021Q4,8088,-0.322,81,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2022Q1,8089,-0.352,85,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2022Q2,8090,-0.236,98,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2022Q3,8091,-0.208,106,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2022Q4,8092,-0.168,115,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2023Q1,8093,-0.178,121,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2023Q2,8094,-0.203,125,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2023Q3,8095,-0.156,136,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2023Q4,8096,-0.164,142,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2024Q1,8097,-0.178,148,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2024Q2,8098,-0.162,156,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2024Q3,8099,-0.140,164,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2024Q4,8100,-0.083,177,Transient
TAMSULOSIN,TOXIC EPIDERMAL NECROLYSIS,TAMSULOSIN - TOXIC EPIDERMAL NECROLYSIS,2025Q1,8101,-0.087,184,Transient
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2019Q1,8077,-0.463,21,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2019Q2,8078,-0.416,38,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2019Q3,8079,-0.226,61,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2019Q4,8080,-0.297,76,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2020Q1,8081,-0.195,98,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2020Q2,8082,0.068,138,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2020Q3,8083,0.292,187,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2020Q4,8084,0.572,260,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2021Q1,8085,0.804,348,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2021Q2,8086,1.027,453,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2021Q3,8087,1.246,589,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2021Q4,8088,1.431,745,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2022Q1,8089,1.553,893,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2022Q2,8090,1.700,1080,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2022Q3,8091,1.798,1263,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2022Q4,8092,1.885,1470,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2023Q1,8093,1.977,1708,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2023Q2,8094,2.024,1892,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2023Q3,8095,2.084,2116,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2023Q4,8096,2.132,2335,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2024Q1,8097,2.167,2537,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2024Q2,8098,2.201,2750,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2024Q3,8099,2.224,2944,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2024Q4,8100,2.254,3156,Sustained
TRAMADOL,RESPIRATORY DEPRESSION,TRAMADOL - RESPIRATORY DEPRESSION,2025Q1,8101,2.280,3379,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2019Q1,8077,-0.847,10,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2019Q2,8078,-0.905,16,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2019Q3,8079,-0.750,24,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2019Q4,8080,-0.578,34,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2020Q1,8081,0.057,62,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2020Q2,8082,0.637,111,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2020Q3,8083,1.086,181,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2020Q4,8084,1.470,284,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2021Q1,8085,1.718,385,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2021Q2,8086,1.939,522,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2021Q3,8087,2.111,673,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2021Q4,8088,2.295,883,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2022Q1,8089,2.446,1130,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2022Q2,8090,2.541,1349,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2022Q3,8091,2.623,1593,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2022Q4,8092,2.686,1845,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2023Q1,8093,2.738,2088,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2023Q2,8094,2.777,2313,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2023Q3,8095,2.817,2564,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2023Q4,8096,2.849,2817,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2024Q1,8097,2.875,3076,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2024Q2,8098,2.896,3326,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2024Q3,8099,2.916,3587,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2024Q4,8100,2.932,3824,Sustained
TRAMADOL,SEROTONIN SYNDROME,TRAMADOL - SEROTONIN SYNDROME,2025Q1,8101,2.946,4069,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2019Q1,8077,1.075,26,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2019Q2,8078,1.733,74,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2019Q3,8079,2.158,143,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2019Q4,8080,2.277,208,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2020Q1,8081,2.443,299,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2020Q2,8082,2.586,409,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2020Q3,8083,2.753,554,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2020Q4,8084,2.848,694,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2021Q1,8085,2.947,860,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2021Q2,8086,3.023,1045,Sustained
VALPROATE,FOETAL MALFORMATION,VALPROATE - FOETAL MALFORMATION,2021Q3,8087,3.078,1225,Sustained
